学号,团队名称,类型,主题,主办单位,开始日期,结束日期,状态,审核人,审核意见
202500802,赴烟台科技支农实践团,校级重点团队,科技支农帮扶,汽车工程学院,2026-07-09,2026-07-21,驳回,吴敏,时间信息有误，请核对后重新提交
202500803,赴淄博红色基地实践团,企业实习实践,红色基地研学,汽车工程学院,2026-07-10,2026-07-21,通过,吴敏,材料齐全，同意认定
202500804,赴聊城关爱留守实践团,院级重点团队,关爱留守儿童,汽车工程学院,2026-07-01,2026-07-17,待审核,,
202500805,赴淄博关爱留守实践团,返家乡实践,关爱留守儿童,校团委,2026-07-05,2026-07-24,通过,杨光辉,佐证材料完整，予以通过
202500806,赴聊城黄河流域实践团,返家乡实践,黄河流域生态考察,威海团市委,2026-07-05,2026-07-27,通过,杨光辉,材料齐全，同意认定
202500807,赴日照关爱留守实践团,企业实习实践,关爱留守儿童,汽车工程学院,2026-07-05,2026-07-23,驳回,杨光辉,材料不完整，请补充佐证后重新提交
202500808,赴日照企业走访实践团,企业实习实践,企业走访见习,校团委,2026-07-09,2026-07-19,驳回,杨光辉,认定依据不足，请补充说明材料
202500809,赴德州黄河流域实践团,返家乡实践,黄河流域生态考察,校团委,2026-07-10,2026-07-26,通过,杨光辉,符合认定条件，通过
202500810,赴青岛红色基地实践团,校级重点团队,红色基地研学,威海团市委,2026-07-04,2026-07-19,驳回,杨光辉,材料不完整，请补充佐证后重新提交
202500811,赴潍坊黄河流域实践团,校级重点团队,黄河流域生态考察,威海团市委,2026-07-07,2026-07-28,待审核,,
202500812,赴枣庄企业走访实践团,返家乡实践,企业走访见习,校团委,2026-07-02,2026-07-16,通过,杨光辉,符合认定条件，通过
202500813,赴青岛海洋生态实践团,企业实习实践,海洋生态保护宣传,校团委,2026-07-03,2026-07-15,通过,杨光辉,符合认定条件，通过
202500814,赴威海科技支农实践团,企业实习实践,科技支农帮扶,汽车工程学院,2026-07-08,2026-07-15,通过,杨光辉,材料齐全，同意认定
202500815,赴淄博社区志愿实践团,返家乡实践,社区志愿服务,汽车工程学院,2026-07-10,2026-07-21,待审核,,
202500816,赴潍坊红色基因实践团,企业实习实践,红色基因传承,校团委,2026-07-10,2026-07-23,通过,杨光辉,符合认定条件，通过
202500817,赴青岛企业走访实践团,企业实习实践,企业走访见习,校团委,2026-07-07,2026-07-22,通过,杨光辉,材料齐全，同意认定
202500818,赴潍坊关爱留守实践团,校级重点团队,关爱留守儿童,校团委,2026-07-02,2026-07-27,待审核,,
202500819,赴德州红色基因实践团,院级重点团队,红色基因传承,汽车工程学院,2026-07-03,2026-07-28,通过,杨光辉,材料齐全，同意认定
202500820,赴东营汽车产业实践团,校级重点团队,汽车产业链调研,校团委,2026-07-08,2026-07-25,通过,杨光辉,佐证材料完整，予以通过
202500821,赴潍坊海洋生态实践团,返家乡实践,海洋生态保护宣传,威海团市委,2026-07-01,2026-07-19,通过,杨光辉,佐证材料完整，予以通过
202500822,赴济宁关爱留守实践团,校级重点团队,关爱留守儿童,校团委,2026-07-05,2026-07-28,待审核,,
202500823,赴威海海洋生态实践团,自主实践团队,海洋生态保护宣传,校团委,2026-07-07,2026-07-15,驳回,杨光辉,时间信息有误，请核对后重新提交
202500824,赴德州红色基因实践团,校级重点团队,红色基因传承,威海团市委,2026-07-07,2026-07-25,通过,杨光辉,符合认定条件，通过
202500825,赴日照汽车产业实践团,院级重点团队,汽车产业链调研,校团委,2026-07-03,2026-07-20,通过,杨光辉,材料齐全，同意认定
202500826,赴枣庄社区志愿实践团,企业实习实践,社区志愿服务,校团委,2026-07-05,2026-07-16,通过,杨光辉,材料齐全，同意认定
202500827,赴枣庄乡村振兴实践团,校级重点团队,乡村振兴调研,威海团市委,2026-07-07,2026-07-23,驳回,杨光辉,认定依据不足，请补充说明材料
202500828,赴东营关爱留守实践团,院级重点团队,关爱留守儿童,威海团市委,2026-07-04,2026-07-16,通过,杨光辉,佐证材料完整，予以通过
202500829,赴济南社区志愿实践团,院级重点团队,社区志愿服务,校团委,2026-07-03,2026-07-24,驳回,杨光辉,盖章缺失，请重新上传完整材料
202500830,赴日照海洋生态实践团,院级重点团队,海洋生态保护宣传,校团委,2026-07-04,2026-07-22,通过,杨光辉,符合认定条件，通过
202500831,赴济南黄河流域实践团,企业实习实践,黄河流域生态考察,威海团市委,2026-07-10,2026-07-27,通过,杨光辉,材料齐全，同意认定
202500832,赴威海红色基地实践团,校级重点团队,红色基地研学,汽车工程学院,2026-07-02,2026-07-21,通过,杨光辉,佐证材料完整，予以通过
202500833,赴临沂海洋生态实践团,校级重点团队,海洋生态保护宣传,威海团市委,2026-07-05,2026-07-26,待审核,,
202500834,赴青岛红色基地实践团,自主实践团队,红色基地研学,威海团市委,2026-07-03,2026-07-18,通过,杨光辉,材料齐全，同意认定
202500835,赴聊城科技支农实践团,返家乡实践,科技支农帮扶,汽车工程学院,2026-07-08,2026-07-28,通过,杨光辉,材料齐全，同意认定
202500836,赴烟台红色基因实践团,返家乡实践,红色基因传承,威海团市委,2026-07-03,2026-07-20,待审核,,
202500837,赴泰安黄河流域实践团,企业实习实践,黄河流域生态考察,汽车工程学院,2026-07-09,2026-07-17,公示中,杨光辉,符合认定条件，通过
202500838,赴泰安科技支农实践团,校级重点团队,科技支农帮扶,汽车工程学院,2026-07-08,2026-07-20,驳回,杨光辉,时间信息有误，请核对后重新提交
202500839,赴枣庄海洋生态实践团,返家乡实践,海洋生态保护宣传,汽车工程学院,2026-07-01,2026-07-24,通过,杨光辉,材料齐全，同意认定
202500840,赴枣庄海洋生态实践团,校级重点团队,海洋生态保护宣传,汽车工程学院,2026-07-01,2026-07-26,待审核,,
202500841,赴聊城科技支农实践团,返家乡实践,科技支农帮扶,校团委,2026-07-01,2026-07-24,驳回,杨光辉,材料不完整，请补充佐证后重新提交
202500842,赴青岛海洋生态实践团,自主实践团队,海洋生态保护宣传,威海团市委,2026-07-02,2026-07-16,通过,杨光辉,材料齐全，同意认定
202500843,赴威海社区志愿实践团,自主实践团队,社区志愿服务,威海团市委,2026-07-09,2026-07-25,通过,杨光辉,佐证材料完整，予以通过
202500844,赴泰安红色基因实践团,企业实习实践,红色基因传承,汽车工程学院,2026-07-08,2026-07-19,驳回,杨光辉,材料不完整，请补充佐证后重新提交
202500845,赴日照关爱留守实践团,企业实习实践,关爱留守儿童,校团委,2026-07-10,2026-07-27,通过,杨光辉,符合认定条件，通过
202500846,赴济宁汽车产业实践团,院级重点团队,汽车产业链调研,汽车工程学院,2026-07-01,2026-07-27,通过,杨光辉,佐证材料完整，予以通过
202500847,赴德州海洋生态实践团,自主实践团队,海洋生态保护宣传,汽车工程学院,2026-07-10,2026-07-20,驳回,杨光辉,盖章缺失，请重新上传完整材料
202500848,赴泰安红色基因实践团,校级重点团队,红色基因传承,汽车工程学院,2026-07-08,2026-07-28,通过,杨光辉,符合认定条件，通过
202500849,赴日照汽车产业实践团,返家乡实践,汽车产业链调研,汽车工程学院,2026-07-02,2026-07-26,通过,杨光辉,符合认定条件，通过
202500850,赴济南海洋生态实践团,院级重点团队,海洋生态保护宣传,校团委,2026-07-08,2026-07-24,驳回,杨光辉,认定依据不足，请补充说明材料
202500851,赴泰安汽车产业实践团,校级重点团队,汽车产业链调研,汽车工程学院,2026-07-09,2026-07-21,驳回,杨光辉,时间信息有误，请核对后重新提交
202500852,赴烟台关爱留守实践团,返家乡实践,关爱留守儿童,汽车工程学院,2026-07-02,2026-07-21,驳回,杨光辉,盖章缺失，请重新上传完整材料
202500853,赴烟台红色基地实践团,院级重点团队,红色基地研学,校团委,2026-07-09,2026-07-19,待审核,,
202500854,赴烟台海洋生态实践团,企业实习实践,海洋生态保护宣传,校团委,2026-07-04,2026-07-20,驳回,杨光辉,认定依据不足，请补充说明材料
202500855,赴枣庄乡村振兴实践团,企业实习实践,乡村振兴调研,威海团市委,2026-07-03,2026-07-23,通过,杨光辉,佐证材料完整，予以通过
202500856,赴东营汽车产业实践团,自主实践团队,汽车产业链调研,威海团市委,2026-07-02,2026-07-17,通过,杨光辉,符合认定条件，通过
202500857,赴烟台红色基因实践团,院级重点团队,红色基因传承,汽车工程学院,2026-07-02,2026-07-25,通过,杨光辉,材料齐全，同意认定
202500858,赴德州黄河流域实践团,企业实习实践,黄河流域生态考察,汽车工程学院,2026-07-04,2026-07-17,通过,杨光辉,佐证材料完整，予以通过
202500859,赴泰安海洋生态实践团,返家乡实践,海洋生态保护宣传,汽车工程学院,2026-07-02,2026-07-16,通过,杨光辉,材料齐全，同意认定
202500860,赴淄博企业走访实践团,返家乡实践,企业走访见习,汽车工程学院,2026-07-01,2026-07-18,通过,杨光辉,佐证材料完整，予以通过
202500861,赴烟台企业走访实践团,院级重点团队,企业走访见习,校团委,2026-07-09,2026-07-24,待审核,,
202500862,赴日照企业走访实践团,自主实践团队,企业走访见习,汽车工程学院,2026-07-07,2026-07-24,通过,杨光辉,符合认定条件，通过
202500863,赴德州乡村振兴实践团,返家乡实践,乡村振兴调研,威海团市委,2026-07-07,2026-07-20,驳回,杨光辉,材料不完整，请补充佐证后重新提交
202500864,赴烟台关爱留守实践团,自主实践团队,关爱留守儿童,威海团市委,2026-07-02,2026-07-25,驳回,杨光辉,盖章缺失，请重新上传完整材料
202500865,赴济南关爱留守实践团,自主实践团队,关爱留守儿童,校团委,2026-07-06,2026-07-17,通过,杨光辉,符合认定条件，通过
202500866,赴烟台企业走访实践团,院级重点团队,企业走访见习,汽车工程学院,2026-07-03,2026-07-16,驳回,杨光辉,认定依据不足，请补充说明材料
202500867,赴青岛红色基因实践团,校级重点团队,红色基因传承,威海团市委,2026-07-08,2026-07-16,驳回,杨光辉,认定依据不足，请补充说明材料
202500868,赴淄博企业走访实践团,院级重点团队,企业走访见习,威海团市委,2026-07-10,2026-07-22,通过,杨光辉,符合认定条件，通过
202500869,赴聊城海洋生态实践团,企业实习实践,海洋生态保护宣传,校团委,2026-07-03,2026-07-16,通过,杨光辉,材料齐全，同意认定
202500870,赴淄博科技支农实践团,企业实习实践,科技支农帮扶,校团委,2026-07-03,2026-07-16,通过,杨光辉,佐证材料完整，予以通过
202500871,赴德州企业走访实践团,校级重点团队,企业走访见习,威海团市委,2026-07-06,2026-07-16,待审核,,
202500872,赴德州关爱留守实践团,院级重点团队,关爱留守儿童,威海团市委,2026-07-02,2026-07-18,通过,蒋明辉,材料齐全，同意认定
202500873,赴潍坊汽车产业实践团,校级重点团队,汽车产业链调研,汽车工程学院,2026-07-09,2026-07-23,通过,蒋明辉,佐证材料完整，予以通过
202500874,赴淄博企业走访实践团,校级重点团队,企业走访见习,校团委,2026-07-09,2026-07-15,通过,蒋明辉,材料齐全，同意认定
202500875,赴济宁汽车产业实践团,院级重点团队,汽车产业链调研,汽车工程学院,2026-07-04,2026-07-21,公示中,蒋明辉,材料齐全，同意认定
202500876,赴潍坊社区志愿实践团,院级重点团队,社区志愿服务,汽车工程学院,2026-07-05,2026-07-23,驳回,蒋明辉,认定依据不足，请补充说明材料
202500877,赴潍坊海洋生态实践团,院级重点团队,海洋生态保护宣传,威海团市委,2026-07-03,2026-07-19,通过,蒋明辉,符合认定条件，通过
202500878,赴威海科技支农实践团,院级重点团队,科技支农帮扶,校团委,2026-07-05,2026-07-25,通过,蒋明辉,材料齐全，同意认定
202500879,赴枣庄科技支农实践团,返家乡实践,科技支农帮扶,汽车工程学院,2026-07-04,2026-07-22,通过,蒋明辉,佐证材料完整，予以通过
202500880,赴烟台社区志愿实践团,校级重点团队,社区志愿服务,威海团市委,2026-07-09,2026-07-20,通过,蒋明辉,符合认定条件，通过
202500881,赴烟台红色基地实践团,返家乡实践,红色基地研学,汽车工程学院,2026-07-03,2026-07-28,通过,蒋明辉,材料齐全，同意认定
202500882,赴东营红色基地实践团,返家乡实践,红色基地研学,威海团市委,2026-07-09,2026-07-22,通过,蒋明辉,材料齐全，同意认定
202500883,赴潍坊海洋生态实践团,返家乡实践,海洋生态保护宣传,校团委,2026-07-04,2026-07-22,驳回,蒋明辉,盖章缺失，请重新上传完整材料
202500884,赴济南关爱留守实践团,校级重点团队,关爱留守儿童,校团委,2026-07-01,2026-07-20,通过,蒋明辉,符合认定条件，通过
202500885,赴济南红色基因实践团,企业实习实践,红色基因传承,汽车工程学院,2026-07-10,2026-07-23,通过,蒋明辉,佐证材料完整，予以通过
202500886,赴青岛海洋生态实践团,校级重点团队,海洋生态保护宣传,威海团市委,2026-07-01,2026-07-21,通过,蒋明辉,佐证材料完整，予以通过
202500887,赴威海黄河流域实践团,返家乡实践,黄河流域生态考察,汽车工程学院,2026-07-05,2026-07-18,待审核,,
202500888,赴临沂关爱留守实践团,校级重点团队,关爱留守儿童,校团委,2026-07-02,2026-07-16,驳回,蒋明辉,时间信息有误，请核对后重新提交
202500889,赴威海关爱留守实践团,校级重点团队,关爱留守儿童,校团委,2026-07-10,2026-07-20,待审核,,
